Protein,Gene,HealthyControl_1,HealthyControl_2,HealthyControl_3,HealthyControl_4,HealthyControl_5,HealthyControl_6,HealthyControl_7,HealthyControl_8,HealthyControl_9,Prediabetic_1,Prediabetic_2,Prediabetic_3,Prediabetic_4,Prediabetic_5,Prediabetic_6,Prediabetic_7,Prediabetic_8,Prediabetic_9,Type2Diabetes_1,Type2Diabetes_2,Type2Diabetes_3,Type2Diabetes_4,Type2Diabetes_5,Type2Diabetes_6,Type2Diabetes_7,Type2Diabetes_8,Type2Diabetes_9,MetabolicSyndrome_1,MetabolicSyndrome_2,MetabolicSyndrome_3,MetabolicSyndrome_4,MetabolicSyndrome_5,MetabolicSyndrome_6,MetabolicSyndrome_7,MetabolicSyndrome_8,MetabolicSyndrome_9,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6,Reference_Pool
CDKAL1_HUMAN,CDKAL1,209393.33591075224,224822.37721383962,200924.023969845,269034.58559910714,139246.77678105488,252936.99650691877,0.0,164701.86890627388,178975.45589002685,98234.44743310436,97794.29267232143,73442.12450724919,79376.66464189193,96887.4701635474,93452.93132130928,108983.4583642269,97164.05043129473,78398.26634075775,104290.94636363961,84821.98624693045,134496.6457073102,66188.98608728644,113910.31881523895,97630.3671610893,89943.81768564162,127331.64138469897,68013.52500180533,0.0,99945.32704880697,95766.21213299826,73479.16669159512,77272.33116296842,71461.64805514456,90291.22169490381,74154.39625806085,93034.74086267636,178115.56410169372,166732.55567700005,198041.1738821183,136516.8778666224,175659.57592887263,168807.60427060013,115724.9453654013
CDKN1A_HUMAN,CDKN1A,3342.2717549483023,0.0,0.0,0.0,0.0,5438.33576862149,0.0,7130.00855678362,5517.106353119867,0.0,0.0,0.0,0.0,0.0,6785.71966611778,0.0,0.0,3905.39178792995,6671.209754014419,4655.166739280679,3600.400238560285,0.0,0.0,5080.642341383195,0.0,0.0,2990.220259158405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6232.172196704203,3823.4450666065572,4803.667404533116,4658.395911915075,3476.2999582667344,5397.239213897821,6250.578681910467
CDKN2A_HUMAN,CDKN2A,538442.85659771,512987.8911624138,520671.47176568856,483233.98363883345,391685.42311718396,514456.78397063544,358108.37126733275,357770.67562329315,343319.33299414604,498234.8358858972,509358.2990324021,553699.428332954,394995.64801616885,566119.848229565,0.0,409948.457675975,390541.05209741055,486328.77808837,397778.4234323364,455719.9945425008,367937.1735003888,587738.2593671256,844832.3137724014,377802.0567447724,406427.4384204555,0.0,494690.64315271407,644789.9630044545,344719.4726228063,309169.89598217636,483515.87524348084,524726.553095644,573585.3359390405,408801.6887891147,444134.3836195132,585717.9794543601,413795.89619941486,407576.8699847042,561734.4136539395,399151.27940235805,492128.40380931203,313388.22575013124,484229.1583798355
CDKN2B_HUMAN,CDKN2B,1001.5282768506679,1649.5616464088241,1179.970215825729,1074.9359323896258,515.2580703655415,0.0,894.2480038424687,1019.1757223844013,701.4639922091342,655.7454401045323,751.7113876802824,926.0383173826307,872.8731484597373,818.4882898516872,1269.9944363368154,1262.4522173443554,1216.1481211685896,0.0,1437.359903777717,648.0972902325092,2471.7268220731253,1141.0407350643375,901.4987674012841,1006.813885173591,825.6547749458463,1254.3998796879252,662.346079147747,487.6655134137014,709.6026546771506,953.3901801106665,920.4450325884262,1038.4231166856794,1183.1898193434697,968.2880540135957,770.0644798003606,932.9198161170879,830.3990240902114,1106.6453385501636,1020.0059225260533,1009.6505295589327,771.4892987754289,975.795238734108,970.9569068259489
CETP_HUMAN,CETP,43818.00001764437,29658.29975480424,21483.986585173367,25271.248434714056,18131.8397128159,22442.66063835259,19799.414592035497,17335.02098537794,16811.381561624818,26452.861971383973,0.0,36817.08629233698,18677.470003226088,31662.91919526914,23524.887343475395,31258.532422358036,19508.168670866933,26547.584945124763,24164.15812352924,29458.495250933825,20978.28798478591,34838.92556623831,0.0,17065.242897101238,33014.85759855859,18530.349153455812,30496.82959680659,22572.277113582757,20745.25776093865,17243.41270476908,34914.698247085194,23783.767920537666,26113.208081710225,23497.256772721114,23025.423636432624,28272.948802101313,27264.906566550126,28793.033921501396,22488.3987735448,30094.304122083577,33962.50703635724,25165.816504550075,26191.309994053492
CHUK_HUMAN,CHUK,23218.98316323067,32931.67637552925,47505.809237856716,0.0,0.0,26075.36032717384,28130.911780668495,25277.22502912427,38482.48321415696,27261.017075094416,32240.033997250943,29574.55851030393,35327.8036243144,22886.49564816319,27173.935104187112,30656.248379849418,43813.178304548506,26706.318464845965,30659.47128740768,21048.01673314031,33816.399270449074,35836.7519018415,44318.727569322975,17111.04710422183,35539.43387038842,31044.32736396339,40646.8563238361,41381.65739421318,42514.39372556804,30989.652539465224,34255.16265566859,0.0,28870.148613679714,28855.547540120333,35550.08736147223,30163.917027610787,24732.89456857135,35290.14923879879,29976.180294460082,30775.05393849916,29235.43595895044,24877.609449435793,32795.78476832868
CKM_HUMAN,CKM,6926.755587971547,10007.650163566248,8391.122614912429,12218.421285242526,11077.310548302226,10689.138928320077,7500.717860337467,0.0,8887.55641681399,10220.497171883178,14505.306967722512,11292.846378702105,9480.526785837526,13350.00119409914,6117.467617889776,7803.792714637364,8994.269103820454,12385.689745181642,7876.6842028869605,6247.08210356647,15755.861156639286,11988.234424141308,8787.678863308682,13990.833375625116,9334.730155356487,11540.688929722348,7835.005305422285,9919.981830338123,6574.399906410674,11721.57174005082,11516.90328493094,14010.512520391663,9436.420236550695,9506.936177951116,8263.775942708045,8571.316839289926,11201.416117103912,9151.516554042559,10882.172039608231,12649.324887048835,8946.868382088735,12473.122154314538,10059.847852542505
CPT1A_HUMAN,CPT1A,5051.4009981006275,0.0,5188.869595063785,6122.1517645621925,4483.559677386611,6639.250626307143,4615.123739920026,0.0,3788.166032001564,4185.375210141374,5254.402357408409,4356.6841324415645,4803.523461291563,3940.560247616649,5328.925554437227,5393.317914666462,4969.552645106546,3453.2319576475884,5902.706297852993,3731.054369101412,9385.141336661776,0.0,6239.214622485735,0.0,0.0,7768.543162044521,3663.3258761322145,2948.2700580595965,6235.4772593537145,6050.185486617089,4612.18757849113,6125.953460916377,3973.100682745432,4719.6136881647535,2645.118024706323,5536.567064055426,5422.618012815206,3714.3286980785115,4331.034929306412,4282.6609424977605,4337.290100614802,4492.194292403394,4920.254426862555
CPT1B_HUMAN,CPT1B,9740.278899037809,6708.3084149113665,8068.757914742758,8894.72937267423,7162.271860931525,7287.129022755421,6253.711576728195,7158.520754745528,5930.427366768831,8395.413702564036,9346.017753506658,10744.76104506769,5332.34740505255,9373.83398691344,7484.5668349327725,12264.711193836674,5910.899603414381,9995.224972771754,7950.133959823635,8531.673103172272,6223.189076850439,12288.140496537171,12996.057081385474,7168.268093520382,6903.542129104893,4864.470920186574,7114.521358377557,0.0,6236.567307423268,5079.818225605746,8584.6983625609,8414.764150320847,10662.633952641778,7010.516842853761,0.0,0.0,6270.270575431326,7855.681681701794,8365.23686568762,7723.274608320177,6659.2351413593715,8005.024371629997,8082.747576642242
CPT2_HUMAN,CPT2,83249.23059678877,74908.28471514815,89232.81330471345,93324.82938345779,87935.01880976031,46059.972323519214,88359.53766582427,92708.80695434686,152600.63790225235,82028.48825851388,62484.567744263426,0.0,66410.49556275524,87830.81196093195,107416.00363449202,140586.94053324475,0.0,55373.04448890401,73631.74627209206,45647.83248296105,78490.76032020643,76377.91503691989,63062.8810554029,82342.19288835282,90503.82584776387,65301.48944410569,54502.420199318454,53407.28320274327,79034.62364191352,81087.1646426284,120696.20020976788,38343.2244245881,87800.62045434308,57719.76126601557,59921.57565934503,101372.60922517626,63078.856784082105,75944.20023585914,64710.433214258905,73649.66705073844,70549.66751004728,82316.64369550583,81347.35303611639
CRP_HUMAN,CRP,14601.118144594584,14603.399135681833,38546.00504715498,18349.719708296536,0.0,0.0,29165.7764308053,19767.993980160703,23120.437263349555,18288.848829849725,28355.88367853046,16278.203115671367,16767.38414497529,0.0,21729.857899327373,16150.670846216131,24668.274667560898,18564.9622650449,26030.773576186395,27349.4773000086,11312.190525313228,30112.681715115028,0.0,14325.162200222747,22877.758328464715,21665.446286173505,19174.29886052587,16482.55939747301,28015.949327212507,19594.61267171964,0.0,26447.880790511605,23132.14473475572,13748.3187723724,30775.38262305675,17347.11235859755,18899.15146831085,21840.489448630473,19478.76465814293,16597.56926638861,23016.019933783104,18734.153875202806,20154.651626624833
CYP27A1_HUMAN,CYP27A1,62265.261682094715,0.0,0.0,40858.55849664239,0.0,0.0,32098.16679296737,34384.054196427496,0.0,0.0,34796.74597721916,0.0,0.0,36291.71589808466,34323.1179811776,0.0,0.0,0.0,36798.00995450226,31222.36004635857,0.0,0.0,52170.839401443176,33343.062291353584,28140.558651000825,0.0,38162.232167539245,40857.187396687055,20584.883544069988,22911.464939301946,0.0,37081.27196687672,41516.78949495111,0.0,27730.841033643628,0.0,33536.5491815011,32209.029131285766,29134.901463228558,30651.66211793218,32709.798380863253,36604.13700158485,35754.90276208222
CYP7A1_HUMAN,CYP7A1,14009.106311623786,0.0,0.0,0.0,15065.071143615742,0.0,0.0,0.0,0.0,22514.68007328143,0.0,0.0,26825.15699256297,21006.121542428333,25825.302756741683,0.0,0.0,0.0,7357.302514810481,0.0,10165.049139156385,10128.338758063086,0.0,6463.009686964568,0.0,5849.918097028656,6382.905457074055,6895.130907615584,12049.420197240843,0.0,7226.112125057861,0.0,7600.3914219764765,7074.991071449537,0.0,5895.709723844964,13264.112152493786,14815.72939285432,11631.839357065124,13424.02937431753,11658.325456153607,12155.214382696922,13139.367349954045
DDIT3_HUMAN,DDIT3,0.0,1445.5642504745679,1128.708601272227,1438.1489494037146,1168.7153944582626,1072.6512426411289,692.9210042410681,1220.926873380825,1134.4901719456661,461.3113613935386,302.9985412636538,471.30066585764865,431.1949180582727,544.611578443925,204.93135670264226,409.9908968987096,288.2661608619494,354.1252253404561,570.773015801516,478.9853862197821,884.6154323924959,772.517511774297,485.9624048394925,869.9982909353926,726.5350962751443,1002.8937148646057,834.2776624251248,509.41941185668884,365.58113830859276,0.0,495.1416328543202,494.641499180344,588.395263153754,0.0,453.13035588704423,527.8108055349576,1050.1953399011934,1131.712861448075,1682.6376255740354,1106.5627754640116,1004.4796714414616,1059.1868124826979,702.2814048590211
DGAT2_HUMAN,DGAT2,25011.351621364774,22460.054211571576,0.0,19878.873288421317,22028.799014537828,17409.55704623194,20634.875469629846,20172.41315340156,12716.437078268786,7166.682533381445,4353.536404000432,6367.819893230346,13091.416370378876,9830.765013518745,14497.601319044263,6816.867694834152,11330.372697891722,8276.793129242753,31185.674333287625,28159.218102412142,39168.507959849565,32835.03158827101,29264.93915907293,34361.75049509936,34790.61273375242,44901.10475370391,0.0,11157.00907543996,15236.33565034773,7795.419446841201,8003.955614781126,15399.422991344229,10468.527618817889,9968.623231384576,10088.153267667616,11127.81273453353,12512.575763655423,20569.4497399937,21793.682578098116,12991.072041813579,16133.06241945594,19683.946906925637,18272.089368761193
EDN1_HUMAN,EDN1,25854.202904611964,19442.14588143042,13423.860905866215,15329.383709223599,15652.322668847812,0.0,17276.533382771857,18014.77391990226,15424.783514566869,19782.49864837652,12753.355735247836,17188.663018944608,33856.4907789617,21565.578905782062,27018.42911046651,16673.892094454503,24699.708857822014,17051.78771839849,13301.813132259656,12286.159441194823,22500.195953213184,14603.591708807317,14202.03848614326,18995.044108980197,15207.441903820427,19784.435609974174,24938.599309245663,18354.65370497495,23656.362651376723,16196.55464990009,13569.76074892516,17849.428721098724,17455.447431869932,21004.36188252032,17359.86698741974,15541.862531417642,18895.409972607024,17104.65846210904,13761.589870148224,16915.682718443048,16962.015079641897,16370.624847691688,16810.687695490557
EGFR_HUMAN,EGFR,14675.844457478079,0.0,12847.16045520127,13706.2690394956,11511.276908038366,12371.01606221589,10444.891026149611,6808.39414595061,9422.830437806153,12485.54849283586,13714.818571782153,15883.099788063128,8029.107453760968,15667.61322101976,11077.725265633726,16008.109458916417,9898.016752101714,13818.332607009695,11653.896414161904,0.0,9850.928005246587,14446.399097777234,19601.00503893628,10288.21299180592,13952.231561265768,7403.902853771144,0.0,13227.650308623544,8068.769333107119,10739.73619433556,12081.336342614293,13812.345308325639,16198.528062081781,12916.624741313852,11393.72453970327,10276.55688816246,10313.51702844323,13793.780724776056,17438.161455646892,13831.41537460118,10885.98348293209,11095.492097013355,12289.330406370187
ELOVL6_HUMAN,ELOVL6,9622.874306599759,16290.037633620897,0.0,10446.015688305215,7190.007901632544,12503.585457741927,8775.210697041477,12316.359679919022,5887.259375227974,13743.216310878373,11448.150791230259,12964.800132851115,9723.531747948287,13810.020167369263,11066.898724197323,13191.651334828162,9189.457595512164,9551.77174243684,14186.479194394591,13315.727065153336,12051.995731615156,18338.651171378064,0.0,12349.778192009557,10818.202382087422,0.0,9839.982427010636,10764.715749438883,5304.718717514232,19506.440371765748,14942.231882931559,13214.918525637515,8703.813907714453,15856.707791439027,8066.189898766569,14124.160713521813,9961.010969701463,10124.50958734884,16121.210065292371,12873.273291849855,10183.372145965366,13264.264965059865,11717.971996733182
EPO_HUMAN,EPO,91246.630702452,150176.95209212377,112927.02665896596,94738.30037909425,101418.39013401892,133043.5821910102,125081.76621595424,110302.26601935121,82411.29471975667,116026.6254980743,130670.95701572005,127902.97627581624,85126.1881906728,114346.05798284242,129592.1695572931,159123.3042655808,137999.85484800412,106562.51785671763,98927.14504310983,114981.84173928158,123723.57205974185,198701.78479632072,157674.0495330364,72222.47658583592,120313.45177975399,114124.34628348426,114662.0279440363,121251.40133576716,90961.21838626552,248799.21112364903,125592.20388268837,130784.0736651222,108057.35835177822,171525.8034677574,119466.23505643486,0.0,119211.69241701506,98599.07685799252,168426.7685367609,161161.11469609052,141237.13034491136,138196.83840678213,136121.18430725753
ERN1_HUMAN,ERN1,296311.5255305086,263178.52091573976,283565.7189617401,0.0,225064.91344392087,199072.85843428812,0.0,187055.19056301613,219996.31760185273,256827.54483995502,198703.2977240333,0.0,162899.6187700031,249637.23875863163,181814.0939777191,0.0,196390.04235924527,204516.6522668044,216654.7310499809,0.0,178223.19557754014,307937.63012112246,315914.33507252025,219696.85748021156,283379.43368006236,193909.30285417318,0.0,158771.60110589897,169360.99895085473,0.0,357122.46839339397,198993.7763554238,252429.90617345535,221696.3600502923,249439.05608082298,0.0,270453.6179674162,204563.0576783581,188149.2857045825,252286.7207411495,245970.0380145715,269339.35826697276,204947.43102970466
F10_HUMAN,F10,216569.02142797547,224732.96831338265,407964.6514627301,286155.6167329771,218455.7137985993,0.0,0.0,0.0,414492.68046363053,268514.21589111025,363584.3216772274,199373.17863567936,316441.6058989368,198576.10139800145,0.0,449835.59692671127,0.0,165286.54958199788,0.0,0.0,0.0,283612.80929799314,0.0,0.0,233393.05932632202,0.0,284034.0736831008,231241.9881112071,0.0,194446.72000148258,239332.4475858239,260528.27038549256,0.0,261085.57710985752,0.0,186584.59880616175,255747.10708147672,194896.45895719726,282254.06978568464,266380.94966037193,208002.54999871645,241983.53719359718,273918.65305756166
F2_HUMAN,F2,475649.51439485245,0.0,496693.7342750581,651031.1767493403,461084.35844426585,322238.75005104946,833781.7245136464,486360.7653314886,738844.7752371725,510502.68058136426,0.0,490067.7671723056,729451.5509606283,585593.1301705735,0.0,412062.129127776,412384.58469321707,609140.1433266122,822929.2310366998,562850.6550340105,159392.20148010307,561842.7905219917,0.0,419924.65562866617,529724.0825154235,377910.9113711684,409934.25247593893,306559.6012626206,733205.7791367947,405857.4857992659,0.0,482875.8187336735,748448.1434579638,217722.1128545268,513611.91277659044,302792.1511599315,600059.4223827211,454846.1489848857,460390.3374424107,484687.5822052108,488986.53983458946,526227.2956327804,491463.7315188229
F7_HUMAN,F7,20317.091178418792,24666.213801602324,0.0,0.0,32009.66437756158,27350.558699447036,20930.312927162926,17656.627640089628,25326.202971150655,0.0,13942.932881526805,20696.30442673783,16681.977585517874,14057.37902028955,19071.485141424815,13039.190124503682,23638.278470358568,22917.803695521237,18106.828732517173,25413.05118867475,17783.11061864148,12972.982401467914,15943.469246879347,19813.215005180802,22651.99942678738,13759.024428578554,0.0,21105.659299569976,26156.963669013337,10866.109325898538,25703.72948252353,29731.779136811227,27367.17245625794,16932.483691675243,0.0,19651.727588000897,20712.00087942868,23717.19553672115,22603.764368001728,18577.54376005358,30657.412105879637,21256.828997301614,22355.390183616208
FASN_HUMAN,FASN,38018.418238635844,22465.14339056965,21624.486160773853,0.0,0.0,0.0,0.0,19987.31919464662,17566.245064667877,26312.83569302126,27904.30018059171,34533.593110747126,18359.838488302736,23281.005973107192,20815.41746387472,19879.612927485734,17748.79147092173,26834.550987715906,18490.87938767897,0.0,22617.119512263926,0.0,44541.32324994609,22176.07513368579,24795.558225205394,17416.74475506563,0.0,20109.706994967055,0.0,11310.30968738963,30879.6394629213,22763.57005668414,26832.35695051561,0.0,19609.400276392917,0.0,28813.29471040373,19218.077139411747,20932.157467555233,24763.20802019565,31557.96805329593,19966.582136559653,24149.610887638017
FGA_HUMAN,FGA,28000.75676838115,24071.50070265336,50212.62051290065,40226.91071891081,31345.14135529004,21654.956344730697,38808.33786506483,18991.79698868139,33486.26323280326,29446.455731009217,35052.1130041244,28495.282188377143,56792.53120380806,28955.23987873733,35138.85187209629,35505.11804573679,41306.017932892886,24306.12778552926,0.0,17127.32043231387,24769.473533150507,37049.46070998256,27260.03182344889,30387.54275377104,39548.41049974119,27115.33408639204,0.0,36131.06354153405,40776.66505383535,30834.679356442502,33627.65403514305,31124.33816084863,28929.506858517667,37059.4201406006,0.0,28507.960940752706,30223.12602551516,30069.69859819523,37980.89644832349,35902.637047559976,27211.853747982677,33305.53980426755,31232.765765410655
FGB_HUMAN,FGB,29266.94228408768,0.0,40975.21275760061,0.0,0.0,59254.24430940513,0.0,60687.81839509641,42815.71362853043,35489.9914733503,60050.63468674927,0.0,0.0,60666.675895500506,72449.2458597467,0.0,0.0,0.0,0.0,41604.64609679172,0.0,0.0,0.0,39562.866087720184,62667.90316240129,0.0,0.0,49511.64715698651,0.0,67743.59790335044,60076.33751970245,88144.19718729919,0.0,51544.54715729644,39815.31162699332,65436.120167427995,52433.48126175951,48371.29176907447,54672.04771693415,43838.168478248794,47642.08585355488,46769.302680146255,51205.36999793583
FGF21_HUMAN,FGF21,46095.63414837188,52307.46927349135,59557.55786789406,53897.195279278945,35499.69690756751,54972.9150836917,47094.85016429912,41418.23498786992,36532.65382143146,33755.69159095108,44107.98608329102,34515.547529947515,37373.0498207741,38815.40035938797,52842.7173345222,37445.44955173695,0.0,23363.466707451404,54894.0174490335,39765.694583296696,81702.33708573843,37576.90448432867,48674.76964410741,0.0,28748.259033722814,0.0,31373.32916050975,33453.02730510368,0.0,40919.97826712658,41591.785983332535,30786.390947735574,43446.47940073638,45591.50258505421,35156.65541819571,57850.68691130907,51076.60966463053,37124.64964146003,47674.85097898367,42235.52151651767,48436.397001522324,50285.637128706665,42822.13905993199
FGFR1_HUMAN,FGFR1,0.0,94361.36779434155,0.0,0.0,0.0,72131.68987525186,199229.87378636582,131645.15392994226,167021.65444304273,0.0,211384.14618333554,154493.0475372679,151819.88446193762,176957.328595818,0.0,0.0,133505.28159958674,0.0,190114.94915208104,141529.6784191,0.0,146102.04392646253,116046.00193824644,88447.89051637572,112783.35709222022,106819.20802071957,0.0,144840.95070899872,196005.0423150647,0.0,171063.0617701338,142294.3104581511,202731.63852411608,72486.63441029849,163199.56593298857,127469.69834975417,116242.72902871479,136953.09409706006,141291.09378453685,150131.0088995793,123850.83421619443,86871.281000735,134499.9224360916
FGG_HUMAN,FGG,0.0,4474.815614064011,4323.909569142912,6125.282902108915,7790.563158594839,4350.275085261047,3131.7613330002423,7976.93165811985,5694.693228019002,5365.613811012671,4185.140939315906,0.0,7013.069274499523,10610.724303054107,3735.128411014143,5383.797681165421,5219.205656217712,6508.9185976894305,6119.936398431292,4549.626861663648,6948.305360990781,7025.841118020748,3704.1282375411683,8299.944998534662,4490.674941358462,6130.917009533126,3709.152259182295,4706.422531357606,3976.781841487149,0.0,6377.577664298212,8372.013426941128,5126.430972512757,4255.192589884557,4450.7432203028175,6060.2521883063,6107.814856328687,6070.082197734594,7379.58701644039,6103.117319710536,5173.3561136755825,5506.799838669511,5867.340776155392
FNDC5_HUMAN,FNDC5,41937.95501515308,0.0,45173.51380444903,56698.98314841341,0.0,43081.11450303873,25573.380997332653,0.0,46004.701310462166,61923.96651041001,0.0,0.0,59171.9040029042,0.0,34668.11713224746,63478.896952545554,53346.76879166693,49732.7494880034,46753.50621287742,31230.15181417754,62749.13828823168,47019.36210216905,29299.029386225728,75076.96400388776,54082.593567804186,49439.750531163074,48564.76379376052,68431.2176350565,34452.36495763685,43844.220075505305,0.0,60620.47362345854,50429.06814555311,42122.32956480957,0.0,0.0,48382.900230782994,55985.322520470596,58197.85170706279,53096.81282665716,45584.82257334568,53639.442170189686,49831.546588151024
FOS_HUMAN,FOS,10477.13598457705,7525.86735970247,0.0,11894.684319485186,8569.321579853655,5444.3192231638495,10354.895792927884,7736.755120136295,13430.915363330647,5090.211713937769,4431.640588573028,5734.179752224642,3854.529154836154,6637.578132437564,6152.034544746602,7244.641259207251,4669.823212247207,3217.984635948957,4494.9265671918065,2872.3521081314702,3380.072404740504,3810.580084841677,0.0,4324.844420299054,4555.545467068989,3741.316107333298,3389.486102317555,10204.293820806928,0.0,18136.620532000175,16422.13172555086,10258.5321026573,19962.376062636165,15514.882173585154,15057.899821085497,19515.07658422396,8995.879161630395,9661.21625305141,9618.24258965184,8862.641214199142,7960.4805218335605,9248.767182449894,8299.469082993519
FOXO1_HUMAN,FOXO1,26391.821130098502,24236.948546806725,20129.16311072022,28742.997372867383,13614.843219333417,19945.079492150962,24034.88491731918,16543.684820172806,12145.115013711682,23967.784813629045,19658.651154724543,18471.669462969898,17448.68978283582,20460.08688143858,31486.44340325763,25041.124768098143,23532.311820099367,14290.56064966704,31591.083286905872,20942.13785198861,46653.37334191594,16976.709091862544,20425.959977606544,30080.530914086998,15635.229724523933,24696.002555511634,22798.534132356603,13018.540576764246,20813.181617372604,23355.79088856319,13581.300363708044,0.0,21269.62236327797,19546.158058734163,16576.897828469253,20949.618459484715,26354.00929911367,20179.22663531718,22585.99057262046,15754.025415805661,24529.47532351324,17146.567757591893,21867.501942061455
FOXO3_HUMAN,FOXO3,65061.20227792137,0.0,97926.29280795304,62494.7363441431,68943.24477060314,59772.194965947245,80947.02338715941,51043.26097941832,60585.94328015726,79228.05838743884,79396.13188451776,67810.75812762191,87304.08157513346,64331.969378421585,62180.28709730513,68343.73767390384,86534.35054929618,55174.46012696577,80664.46627920635,0.0,60855.583160201015,86784.60836021966,70382.15746142833,0.0,0.0,51474.026229582945,95243.84135488395,64189.64915941836,75069.6238071631,70935.58555914786,64791.277344951064,61643.9393400831,65321.705608740594,69990.39190570221,62222.063786758416,63887.09744672791,70691.4106354552,61621.16443840552,75337.78262005371,50692.78694889818,79339.98498014707,60721.72193075919,66493.76396365704
FTO_HUMAN,FTO,19869.7199235245,0.0,0.0,0.0,0.0,0.0,30157.57282626061,19857.333610227746,0.0,0.0,0.0,0.0,23710.81402814756,22332.476431316834,0.0,17621.378479872674,24652.19867711154,26263.106292595858,22154.13032363676,0.0,20653.642246873947,0.0,0.0,0.0,0.0,28282.334030356677,0.0,0.0,27054.456689794242,0.0,37661.13270046039,26041.541917126975,29796.11696267987,0.0,16292.021324035695,0.0,22649.200985915453,26752.19361421517,26845.57074636914,26883.11545792697,30194.91168510517,28006.741271269806,25682.91572935861
G6PC_HUMAN,G6PC,18047.897820328388,0.0,0.0,31172.38713417988,19897.12164501214,21298.93256177414,24321.90098439913,0.0,19062.334471511538,0.0,0.0,18497.099911640737,19845.762587041874,15387.6284914202,23945.536612336546,18650.578332595753,18545.100033016784,17970.820030152947,25891.78825530739,19430.938719874153,35534.4884214748,18295.549971097073,25935.81188009609,0.0,15331.683322361781,0.0,0.0,0.0,0.0,23284.27728744434,0.0,19022.8268325278,15960.160179479743,0.0,14232.6089417843,0.0,18183.033447429163,18547.233127168543,22178.856855825,21456.504889253643,20219.424227362757,15149.438404678755,20189.39903571767
G6PC2_HUMAN,G6PC2,9998.079334068045,15338.627599538615,0.0,16085.185345165037,17340.999655736985,0.0,13607.624407219124,10304.186397712301,0.0,18189.67740621264,0.0,12410.478580346396,11727.879985716881,12447.921249810743,0.0,13439.225296236062,21300.708704896126,12289.954928119487,17614.1780785255,7507.688293040071,0.0,0.0,13745.902518642632,12524.562787499,17960.075711899866,15469.964448558905,19560.686804494635,15009.24003651589,0.0,13180.066485822388,9923.037910047167,14350.644654398764,12929.820520492558,17091.5519297316,15636.866319285526,13712.692273859562,15508.3218467582,14140.3723543752,14044.175372724525,9944.818809694776,14750.059031121275,12257.375891017526,14449.809926151862
GAPDH_HUMAN,GAPDH,0.0,0.0,0.0,0.0,12550.001711004585,0.0,0.0,0.0,0.0,19252.487914489993,0.0,0.0,34204.1633155787,0.0,0.0,0.0,0.0,0.0,27981.245577215737,17239.924593472642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16804.019078160818,0.0,36454.558684156706,34309.77884856591,0.0,0.0,0.0,0.0,37383.93434118484,21217.350839388284,26413.29321901956,19555.84199933774,23263.267525106414,32235.635892376868,26212.45492948191
GCK_HUMAN,GCK,0.0,15186.417986500284,19736.679122597146,11299.764212718615,15497.151582578932,15173.151845610137,15569.681676059006,13577.379490643494,22729.093631331703,13022.94190482027,9919.341760625943,0.0,14707.880017675783,17163.956833523847,20046.037612575336,13319.835154855067,19359.73440606704,22840.64179264306,12020.488365913241,20834.75488912322,11493.188496255354,10832.223165903408,9585.708789287746,13002.314288809353,0.0,13860.162594145566,18368.900049225493,14102.455542990385,16751.284804898045,10140.947358794001,19833.820471556548,17594.818203719475,23919.169160522088,13341.623880896661,12135.844590750634,15468.658191151442,12070.395294624155,18001.492302921462,10492.129206299373,11413.715219636668,15537.572460942825,16199.54923661257,15298.20457595269
GGT1_HUMAN,GGT1,35805.05382589222,31080.00955411356,37774.51783631122,32643.781441079245,0.0,22150.096055959635,57103.63972128626,33266.30657603983,52694.84542429959,36930.14846308973,28055.437044338618,29020.344989752153,22814.674642763184,34559.02621086257,0.0,0.0,21675.334489347344,28230.00247732048,28512.187295519707,22496.86150830856,26334.044648997235,40177.52133426439,32084.93092711368,34599.98202402886,32151.389352848953,23500.830790989825,20899.933053363162,28363.59036308713,30208.717904548746,0.0,44259.433735502134,19758.1566800584,26075.673568623846,19478.525451786933,28211.456160495007,0.0,28796.336208452856,24378.32987637734,29704.215893634708,32245.660814013954,29621.943212479975,23273.59768506361,28911.598415808876
GLIS3_HUMAN,GLIS3,33106.55992086323,32390.784321705407,40478.93282443022,30566.11532420032,34094.03600174789,27678.709510351,33093.84820458075,39714.63403959519,21360.74766964115,93270.66272091301,53883.61930114701,73696.59882357283,128059.90516572348,113896.33136948306,126670.84943164377,76130.89764161578,83690.77710615772,86801.84621044886,14778.636599703572,16155.914193625917,25971.42415435565,15801.818619566053,18970.250410310357,28353.84200788597,14566.465075628481,19220.950997266278,22457.66141580503,18525.293340479948,31560.950991471087,13088.675502952545,12226.340276184052,15997.35130382033,19003.893234956002,18384.13509879724,16307.488188580473,16656.65233996731,32235.440727767877,24522.336872938366,32496.028593060473,29270.9519688053,23990.754991525493,30755.697140778997,41462.268978863234
